year,state,Auto,Bus,Truck,Motorcycle
1906,Puerto Rico,,,,
1907,Puerto Rico,,,,
1908,Puerto Rico,,,,
1909,Puerto Rico,,,,
1910,Puerto Rico,,,,
1911,Puerto Rico,,,,
1912,Puerto Rico,,,,
1913,Puerto Rico,,,,
1914,Puerto Rico,,,,
1915,Puerto Rico,,,,
1916,Puerto Rico,,,,
1917,Puerto Rico,,,,
1918,Puerto Rico,,,,
1919,Puerto Rico,,,,
1920,Puerto Rico,,,,
1921,Puerto Rico,,,,
1922,Puerto Rico,,,,
1923,Puerto Rico,,,,
1924,Puerto Rico,,,,
1925,Puerto Rico,,,,
1926,Puerto Rico,,,,
1927,Puerto Rico,,,,
1928,Puerto Rico,,,,
1929,Puerto Rico,,,,
1930,Puerto Rico,,,,
1931,Puerto Rico,,,,
1932,Puerto Rico,,,,
1933,Puerto Rico,,,,
1934,Puerto Rico,,,,
1935,Puerto Rico,,,,
1936,Puerto Rico,,,,
1937,Puerto Rico,,,,
1938,Puerto Rico,,,,
1939,Puerto Rico,,,,
1940,Puerto Rico,,,,
1941,Puerto Rico,,,,
1942,Puerto Rico,,,,
1943,Puerto Rico,,,,
1944,Puerto Rico,,,,
1945,Puerto Rico,,,,
1946,Puerto Rico,,,,
1947,Puerto Rico,,,,
1948,Puerto Rico,,,,
1949,Puerto Rico,,,,
1950,Puerto Rico,,,,
1951,Puerto Rico,,,,
1952,Puerto Rico,,,,
1953,Puerto Rico,,,,
1954,Puerto Rico,,,,
1955,Puerto Rico,,,,
1956,Puerto Rico,,,,
1957,Puerto Rico,,,,
1958,Puerto Rico,,,,
1959,Puerto Rico,,,,
1960,Puerto Rico,,,,
1961,Puerto Rico,,,,
1962,Puerto Rico,,,,
1963,Puerto Rico,,,,
1964,Puerto Rico,,,,
1965,Puerto Rico,,,,
1966,Puerto Rico,,,,
1967,Puerto Rico,,,,
1968,Puerto Rico,,,,
1969,Puerto Rico,,,,
1970,Puerto Rico,,,,
1971,Puerto Rico,,,,
1972,Puerto Rico,,,,
1973,Puerto Rico,,,,
1974,Puerto Rico,,,,
1975,Puerto Rico,,,,
1976,Puerto Rico,,,,
1977,Puerto Rico,,,,
1978,Puerto Rico,,,,
1979,Puerto Rico,,,,
1980,Puerto Rico,,,,
1981,Puerto Rico,,,,
1982,Puerto Rico,,,,
1983,Puerto Rico,,,,
1984,Puerto Rico,,,,
1985,Puerto Rico,,,,
1986,Puerto Rico,,,,
1987,Puerto Rico,,,,
1988,Puerto Rico,,,,
1989,Puerto Rico,,,,
1990,Puerto Rico,,,,
1991,Puerto Rico,,,,
1992,Puerto Rico,,,,
1993,Puerto Rico,,,,
1994,Puerto Rico,,,,
1995,Puerto Rico,,,,
1996,Puerto Rico,,,,
1997,Puerto Rico,,,,
1998,Puerto Rico,,,,
1999,Puerto Rico,,,,
2000,Puerto Rico,,,,
2001,Puerto Rico,,,,
2002,Puerto Rico,,,,
2003,Puerto Rico,,,,
2004,Puerto Rico,,,,
2005,Puerto Rico,,,,
2006,Puerto Rico,,,,
2007,Puerto Rico,,,,
2008,Puerto Rico,,,,
2009,Puerto Rico,,,,
2010,Puerto Rico,,,,
2011,Puerto Rico,,,,
2012,Puerto Rico,,,,
2013,Puerto Rico,,,,
2014,Puerto Rico,,,,
2015,Puerto Rico,,,,
2016,Puerto Rico,,,,
2017,Puerto Rico,,,,
2018,Puerto Rico,,,,
2019,Alabama,2109108,5592,3065778,107730
2019,Alaska,178516,8645,579985,28129
2019,Arizona,2405959,8407,3407708,160486
2019,Arkansas,886647,12032,1833636,169796
2019,California,14894912,100526,15443454,808377
2019,Colorado,1741218,13485,3471825,185875
2019,Connecticut (2),1260954,11729,1520176,85689
2019,Delaware,423462,3830,561323,28312
2019,Dist. of Col.,203771,5403,136938,4351
2019,Florida,7841189,59235,9342028,591267
2019,Georgia,3499520,36871,4854190,203985
2019,Hawaii,498992,2882,730631,39856
2019,Idaho,602170,3870,1281630,66858
2019,Illinois (2),4322850,34670,6019625,314802
2019,Indiana,2185979,21195,3764005,252280
2019,Iowa,1221843,9431,2362437,192617
2019,Kansas (2),947148,6572,1636289,92328
2019,Kentucky,1669167,10803,2591075,112177
2019,Louisiana,1349720,29461,2382365,41200
2019,Maine (2),373868,4598,699923,51666
2019,Maryland,1868994,23056,2198749,113195
2019,Massachusetts (2),2088674,13751,2795846,162989
2019,Michigan (2),2831499,8945,5346581,253040
2019,Minnesota (2),1836831,20039,3334229,234786
2019,Mississippi,806061,7429,1221681,31509
2019,Missouri (2),2052788,27220,3318327,135954
2019,Montana,439118,5114,1117728,338845
2019,Nebraska,661864,13605,1239179,53832
2019,Nevada (2),1060188,4298,1407165,74931
2019,New Hampshire,489224,3096,791892,79167
2019,New Jersey (2),2639261,26021,3219369,148363
2019,New Mexico,641838,5543,1117575,60466
2019,New York,4444391,81821,6478324,384622
2019,North Carolina,3434565,32097,4872877,187849
2019,North Dakota,228881,3503,632588,38696
2019,Ohio,4423248,41612,6029876,406543
2019,Oklahoma (2),1255134,2857,2319185,129448
2019,Oregon,1424799,17654,2341805,134899
2019,Pennsylvania,4267811,56336,6109528,366641
2019,Rhode Island,396508,2245,446014,24175
2019,South Carolina,1801243,17652,2580737,116510
2019,South Dakota,342868,2658,811405,124037
2019,Tennessee,2185229,29569,3418200,184889
2019,Texas,8313623,70091,14272065,351367
2019,Utah,921645,6591,1396130,105909
2019,Vermont (2),206621,1090,382313,30404
2019,Virginia,3187026,35080,4231772,193813
2019,Washington (2),2943914,24563,4176180,232371
2019,West Virginia (2),536646,3186,1081518,46763
2019,Wisconsin (2),2004002,14973,3363551,283874
2019,Wyoming,196219,4101,614707,28644
2020,Alabama,2035376,5624,3164439,114901
2020,Alaska,171144,8620,586281,26781
2020,Arizona,2410018,8486,3514203,121074
2020,Arkansas,872437,12044,1859091,169797
2020,California,14201400,100828,15310597,785424
2020,Colorado,1639028,13720,3518874,179086
2020,Connecticut (2),1211171,11773,1563661,80949
2020,Delaware,415915,3859,582338,4023
2020,Dist. of Col.,210297,5133,137540,3567
2020,Florida,7841553,60173,9942703,620077
2020,Georgia,3495421,36902,5089616,207657
2020,Hawaii,483669,2885,743383,26203
2020,Idaho,588362,3807,1266283,59225
2020,Illinois (2),4161655,32809,6112939,280322
2020,Indiana,2123748,20870,3845459,209824
2020,Iowa,1163751,9173,2422496,191804
2020,Kansas (2),889083,6601,1617216,90643
2020,Kentucky,1644497,10988,2707044,97156
2020,Louisiana,1315691,30083,2413940,101490
2020,Maine (2),356079,4623,722064,38340
2020,Maryland,1823553,22540,2252734,112550
2020,Massachusetts (2),2003373,13752,2881438,138123
2020,Michigan (2),2691704,8942,5515112,237481
2020,Minnesota (2),1841690,19192,3585895,243972
2020,Mississippi,788425,7386,1232591,30573
2020,Missouri (2),1991376,33750,3435190,126706
2020,Montana,459081,5195,1133102,355175
2020,Nebraska,624907,17289,1242788,50373
2020,Nevada (2),1027503,3209,1449289,69356
2020,New Hampshire,460825,3080,814942,78688
2020,New Jersey (2),2541125,25958,3317785,121379
2020,New Mexico,623955,9791,1094459,54946
2020,New York,4232748,81682,6625705,384620
2020,North Carolina,3398470,33332,5117798,189680
2020,North Dakota,215654,3663,643532,36234
2020,Ohio,4247843,41482,5922375,380617
2020,Oklahoma (2),1223848,2841,2369663,133895
2020,Oregon,1440848,17841,2513136,123617
2020,Pennsylvania,4043715,55267,6230712,360493
2020,Rhode Island,381767,2318,458933,23607
2020,South Carolina,1767348,16466,2662971,114514
2020,South Dakota,325001,2669,836843,129769
2020,Tennessee,2115632,29560,3532911,177270
2020,Texas,8088058,70931,13932201,328300
2020,Utah,902723,6421,1446536,123924
2020,Vermont (2),193407,1079,384462,28942
2020,Virginia,3057254,35463,4329294,184441
2020,Washington (2),2800370,24172,4211411,221448
2020,West Virginia (2),508663,3155,1102015,43529
2020,Wisconsin (2),1901497,14941,3423523,276310
2020,Wyoming,191332,4101,637107,28488
